0.000000000000000e+00,0.000000000000000e+00
4.960055044689327e-06,2.695763630176473e-03
2.479993079318454e-05,1.347849723956927e-02
6.943835963846290e-05,3.773816328411264e-02
1.487923519430945e-04,8.086202857406799e-02
2.727765073938793e-04,1.482326151435646e-01
4.513023265247940e-04,2.452247868325503e-01
6.942775224545450e-04,3.772010354630190e-01
1.006645277842999e-03,5.468097258580288e-01
1.388383901632650e-03,7.539744515261873e-01
1.839466885598995e-03,9.985648719045925e-01
2.359862906192278e-03,1.280353802229458e+00
2.949535826711647e-03,1.598948605935470e+00
3.608444699815139e-03,1.953691693162784e+00
4.336543770362744e-03,2.343530099518778e+00
5.133782478594084e-03,2.766863117594682e+00
6.000105463638716e-03,3.221388361353123e+00
6.935452567361056e-03,3.703976789417877e+00
7.939758838537370e-03,4.210611255734477e+00
9.012954537366280e-03,4.736417492834115e+00
1.015496514031144e-02,5.275800998395435e+00
1.136571134527642e-02,5.822682096113406e+00
1.264510907711180e-02,6.370800890806424e+00
1.399306949345314e-02,6.914049969738949e+00
1.540949899089039e-02,7.446788926398745e+00
1.689429921146768e-02,7.964101141255007e+00
1.844736704951344e-02,8.461966991258445e+00
2.006859465880007e-02,8.937344485802338e+00
2.175786946003322e-02,9.388163866442101e+00
2.351507414866882e-02,9.813253737486400e+00
2.534008670305921e-02,1.021222147630423e+01
2.723278039292598e-02,1.058531056247868e+01
2.919302378816102e-02,1.093325383948521e+01
3.122068076795215e-02,1.125713635756138e+01
3.331561053023624e-02,1.155827574197568e+01
3.547766760147619e-02,1.183812369723356e+01
3.770670184676284e-02,1.209818982689578e+01
4.000255848024048e-02,1.233998682828272e+01
4.236507807585510e-02,1.256499334568986e+01
4.479409657842548e-02,1.277462930772488e+01
4.728944531503487e-02,1.297023989903908e+01
4.985095100674408e-02,1.315308623136350e+01
5.247843578062394e-02,1.332434149097297e+01
5.517171718210678e-02,1.348509083563308e+01
5.793060818765683e-02,1.363633312555643e+01
6.075491721775639e-02,1.377898303275764e+01
6.364444815021009e-02,1.391387400068404e+01
6.659900033376298e-02,1.404176460954343e+01
6.961836860203485e-02,1.416334650813212e+01
7.270234328776626e-02,1.427925059573510e+01
7.585071023737844e-02,1.439005111086759e+01
7.906325082584409e-02,1.449626796084732e+01
8.233974197186933e-02,1.459836868826518e+01
8.567995615338375e-02,1.469677077843670e+01
8.908366142334079e-02,1.479184498622878e+01
9.255062142582338e-02,1.488391994342339e+01
9.608059541245717e-02,1.497328936657433e+01
9.967333825912839e-02,1.506021891590443e+01
1.033286004830050e-01,1.514494883214421e+01
1.070461282598614e-01,1.522769463883271e+01
1.108256634417039e-01,1.530864545998388e+01
1.146669435746969e-01,1.538796100413842e+01
1.185697019173878e-01,1.546577487259536e+01
1.225336674592297e-01,1.554220436637038e+01
1.265585649394005e-01,1.561735660246065e+01
1.306441148659178e-01,1.569132672540586e+01
1.347900335350460e-01,1.576419831269417e+01
1.389960330509979e-01,1.583604602506102e+01
1.432618213459259e-01,1.590693749626031e+01
1.475871022002033e-01,1.597693719656396e+01
1.519715752629947e-01,1.604610391929240e+01
1.564149360731114e-01,1.611448687982268e+01
1.609168760801550e-01,1.618213000527689e+01
1.654770826659420e-01,1.624907831774310e+01
1.700952391662127e-01,1.631537796195977e+01
1.747710248926210e-01,1.638107257643613e+01
1.795041151550028e-01,1.644619808657130e+01
1.842941812839227e-01,1.651077933004111e+01
1.891408906534976e-01,1.657483266654696e+01
1.940439067044936e-01,1.663837087811209e+01
1.990028889676979e-01,1.670140041863494e+01
2.040174930875607e-01,1.676392086936944e+01
2.090873708461073e-01,1.682593146654726e+01
2.142121701871195e-01,1.688743604596859e+01
2.193915352405814e-01,1.694844499129739e+01
2.246251063473925e-01,1.700896976477574e+01
2.299125200843422e-01,1.706902368601557e+01
2.352534092893457e-01,1.712862298476178e+01
2.406474030869410e-01,1.718778131527734e+01
2.460941269140419e-01,1.724650794729679e+01
2.515932025459485e-01,1.730481074496470e+01
2.571442481226113e-01,1.736269540275076e+01
2.627468781751475e-01,1.742016423512089e+01
2.684007036526089e-01,1.747722507655981e+01
2.741053319489973e-01,1.753389407585514e+01
2.798603669305277e-01,1.759018865033396e+01
2.856654089631360e-01,1.764612179346186e+01
2.915200549402298e-01,1.770170358203734e+01
2.974238983106809e-01,1.775694266530586e+01
3.033765291070559e-01,1.781184306929111e+01
3.093775339740852e-01,1.786640487241842e+01
3.154264961973662e-01,1.792062870294115e+01
3.215229957323006e-01,1.797451603517307e+01
3.276666092332626e-01,1.802806405429278e+01
3.338569100829963e-01,1.808126798091929e+01
3.400934684222403e-01,1.813412519137360e+01
3.463758511795775e-01,1.818664197301747e+01
3.527036221015079e-01,1.823883811038197e+01
3.590763417827421e-01,1.829073062815094e+01
3.654935676967147e-01,1.834231906149288e+01
3.719548542263129e-01,1.839359188512940e+01
3.784597526948209e-01,1.844453718012743e+01
3.850078113970762e-01,1.849513854656388e+01
3.915985756308362e-01,1.854537427529159e+01
3.982315877283539e-01,1.859523602652308e+01
4.049063870881573e-01,1.864473625550438e+01
4.116225102070353e-01,1.869389597912457e+01
4.183794907122229e-01,1.874273092174742e+01
4.251768593937867e-01,1.879124435192646e+01
4.320141442372072e-01,1.883943257852772e+01
4.388908704561558e-01,1.888729545960512e+01
4.458065605254647e-01,1.893483501408773e+01
4.527607342142861e-01,1.898204828804602e+01
4.597529086194397e-01,1.902893138309826e+01
4.667825981989466e-01,1.907548246212026e+01
4.738493148057453e-01,1.912169864213429e+01
4.809525677215887e-01,1.916757378608403e+01
4.880918636911202e-01,1.921309542019634e+01
4.952667069561264e-01,1.925825055629439e+01
5.024765992899614e-01,1.930303701365724e+01
5.097210400321457e-01,1.934746092948825e+01
5.169995261231315e-01,1.939152589034563e+01
5.243115521392352e-01,1.943523123191933e+01
5.316566103277359e-01,1.947857657155334e+01
5.390341906421325e-01,1.952156276840764e+01
5.464437807775626e-01,1.956418945774658e+01
5.538848662063773e-01,1.960644911290172e+01
5.613569302138700e-01,1.964832486908975e+01
5.688594539341580e-01,1.968979864093934e+01
5.763919163862123e-01,1.973086220447846e+01
5.839537945100358e-01,1.977151697419899e+01
5.915445632029841e-01,1.981176486649262e+01
5.991636953562294e-01,1.985160645572267e+01
6.068106618913638e-01,1.989104042425098e+01
6.144849317971377e-01,1.993005748044042e+01
6.221859721663352e-01,1.996863723477463e+01
6.299132482327785e-01,2.000675926659657e+01
6.376662234084625e-01,2.004441603683420e+01
6.454443593208165e-01,2.008160871819625e+01
6.532471158500885e-01,2.011833307465497e+01
6.610739511668524e-01,2.015457344394334e+01
6.689243217696321e-01,2.019030792205333e+01
6.767976825226434e-01,2.022552189670852e+01
6.846934866936479e-01,2.026020618022148e+01
6.926111859919195e-01,2.029434240925682e+01
7.005502306063174e-01,2.032791038874247e+01
7.085100692434654e-01,2.036089238990139e+01
7.164901491660345e-01,2.039327003317245e+01
7.244899162311251e-01,2.042502680492932e+01
7.325088149287478e-01,2.045614661679521e+01
7.405462884203970e-01,2.048661241192115e+01
7.486017785777199e-01,2.051640367422938e+01
7.566747260212722e-01,2.054549144097054e+01
7.647645701593619e-01,2.057384242435266e+01
7.728707492269781e-01,2.060142952529792e+01
7.809927003247994e-01,2.062823808337188e+01
7.891298594582827e-01,2.065426490156706e+01
7.972816615768269e-01,2.067950714238297e+01
8.054475406130110e-01,2.070395194632081e+01
8.136269295219021e-01,2.072757631845984e+01
8.218192603204307e-01,2.075035124439500e+01
8.300239641268332e-01,2.077224389459386e+01
8.382404712001545e-01,2.079321984020975e+01
8.464682109798117e-01,2.081324918908372e+01
8.547066121252138e-01,2.083231153221485e+01
8.629551025554367e-01,2.085039486931996e+01
8.712131094889483e-01,2.086749320038466e+01
8.794800594833834e-01,2.088360315112819e+01
8.877553784753636e-01,2.089871917866581e+01
8.960384918203610e-01,2.091283368266074e+01
9.043288243326016e-01,2.092593958522731e+01
9.126258003250073e-01,2.093802802164164e+01
9.209288436491710e-01,2.094908402908191e+01
9.292373777353661e-01,2.095909125449610e+01
9.375508256325826e-01,2.096804115713287e+01
9.458686100485920e-01,2.097592999132706e+01
9.541901533900348e-01,2.098275109132363e+01
9.625148778025282e-01,2.098848987254134e+01
9.708422052107941e-01,2.099312334861294e+01
9.791715573587998e-01,2.099662691656584e+01
9.875023558499134e-01,2.099897896544709e+01
9.958340221870678e-01,2.100016126414640e+01
